CustomerID,Age,Gender,State,Operator,SIMTenureMonths,RechargeAmount,RechargeFrequencyDays,DataUsageGB,CallMinutes,SMSUsage,PlanType,NetworkComplaints,DroppedCalls,LateRechargeDays,CustomerSupportCalls,SatisfactionScore,PortRequest,Churn
CUST04955,51,Male,Rajasthan,Airtel,99,199,45,19.74,650,101,Prepaid,2,8,1,2,4,No,No
CUST04956,48,Female,Uttar Pradesh,Airtel,16,199,14,46.04,556,92,Prepaid,0,14,9,2,5,No,No
CUST04957,26,Male,Telangana,Airtel,22,399,28,54.85,318,28,Prepaid,0,7,12,0,5,No,No
CUST04958,49,Female,Madhya Pradesh,Others,120,239,45,13.31,522,28,Prepaid,0,4,7,0,5,No,No
CUST04959,18,Male,Rajasthan,Airtel,21,239,28,40.97,1292,28,Prepaid,1,8,1,2,4,No,No
CUST04960,41,Female,Delhi,Vi,72,499,35,38.77,554,175,Postpaid,2,12,0,2,4,No,No
CUST04961,39,Male,Tamil Nadu,Jio,32,149,28,29.5,387,66,Prepaid,1,13,0,1,5,No,No
CUST04962,49,Male,West Bengal,Airtel,2,799,35,12.45,312,57,Prepaid,0,8,0,0,5,No,No
CUST04963,40,Male,Telangana,Airtel,68,499,60,32.3,976,64,Prepaid,2,15,2,1,4,No,Yes
CUST04964,32,Female,Maharashtra,BSNL,79,399,35,17.49,670,39,Postpaid,0,0,1,1,5,No,No
CUST04965,33,Male,Delhi,Airtel,27,699,30,20.27,251,62,Postpaid,0,0,13,1,3,Yes,Yes
CUST04966,67,Male,West Bengal,Airtel,22,499,35,11.97,479,20,Postpaid,2,10,5,2,3,No,No
CUST04967,36,Female,Delhi,Jio,34,299,21,11.79,726,32,Prepaid,1,8,0,1,4,No,No
CUST04968,42,Female,Karnataka,Jio,11,239,14,23.38,415,16,Prepaid,1,2,13,1,4,No,No
CUST04969,18,Female,Delhi,Jio,21,399,35,8.96,1214,43,Postpaid,4,23,3,2,4,No,No
CUST04970,25,Male,Rajasthan,Jio,2,1499,30,15.69,228,20,Postpaid,0,7,0,0,4,No,Yes
CUST04971,41,Male,Punjab,Jio,101,999,30,17.37,510,158,Postpaid,3,6,3,3,2,No,Yes
CUST04972,18,Female,Tamil Nadu,Jio,12,149,28,18.11,1370,103,Prepaid,6,22,2,4,1,Yes,Yes
CUST04973,42,Male,Gujarat,Vi,35,299,28,16.1,309,6,Prepaid,3,12,4,4,2,No,Yes
CUST04974,26,Female,Gujarat,Jio,17,239,21,38.67,730,9,Prepaid,0,0,0,0,5,No,No
CUST04975,23,Male,Maharashtra,BSNL,1,239,21,25.77,675,32,Prepaid,0,8,3,0,5,No,No
CUST04976,26,Male,Rajasthan,Jio,9,1499,30,12.94,548,15,Postpaid,0,0,6,0,5,No,No
CUST04977,53,Male,Rajasthan,Jio,47,399,30,25.4,928,53,Postpaid,0,7,0,0,4,No,No
CUST04978,39,Male,Gujarat,Airtel,5,399,28,21.04,230,28,Prepaid,3,8,4,2,4,No,No
CUST04979,24,Male,Uttar Pradesh,Airtel,50,499,45,27.72,210,110,Prepaid,3,8,13,2,4,No,No
CUST04980,44,Male,West Bengal,Airtel,38,1199,30,18.13,499,13,Postpaid,0,5,6,3,3,No,No
CUST04981,45,Other,Karnataka,Airtel,13,239,21,26.15,646,3,Prepaid,0,2,2,0,5,No,No
CUST04982,30,Male,Karnataka,Jio,25,199,28,19.91,1036,48,Prepaid,2,4,3,1,4,No,No
CUST04983,47,Female,Punjab,Airtel,14,299,35,16.98,799,31,Prepaid,4,23,11,3,2,No,No
CUST04984,47,Female,Delhi,Airtel,48,199,21,45.65,670,71,Prepaid,5,18,1,3,2,No,Yes
CUST04985,45,Male,West Bengal,Jio,117,199,28,26.66,535,70,Prepaid,0,4,0,1,5,No,No
CUST04986,27,Male,Tamil Nadu,Vi,24,799,28,31.36,409,23,Prepaid,3,16,18,2,3,No,No
CUST04987,21,Female,West Bengal,Vi,41,399,60,37.8,508,29,Prepaid,1,6,25,1,4,No,No
CUST04988,18,Female,West Bengal,Airtel,52,399,28,24.22,387,49,Prepaid,2,16,25,1,3,No,No
CUST04989,27,Female,Uttar Pradesh,Vi,17,599,35,15.97,1187,37,Prepaid,1,4,11,2,3,No,Yes
CUST04990,31,Female,Madhya Pradesh,BSNL,30,799,28,9.52,477,27,Prepaid,1,8,16,3,3,No,No
CUST04991,32,Other,Kerala,Airtel,47,239,28,8.71,642,9,Prepaid,0,0,3,1,5,No,No
CUST04992,34,Male,Rajasthan,Jio,48,1999,30,20.31,692,75,Postpaid,2,19,0,3,3,No,No
CUST04993,56,Male,Gujarat,BSNL,36,599,90,23.33,345,13,Prepaid,1,3,5,1,4,No,No
CUST04994,31,Female,Delhi,Jio,32,99,21,14.67,732,33,Prepaid,0,3,0,1,5,No,No
CUST04995,34,Male,West Bengal,Jio,4,499,28,16.03,392,80,Prepaid,3,22,20,2,3,No,Yes
CUST04996,18,Female,Uttar Pradesh,Jio,14,499,28,39.3,223,68,Prepaid,0,5,11,0,5,No,No
CUST04997,62,Male,Gujarat,Vi,116,239,28,16.17,878,119,Prepaid,3,6,4,2,3,No,No
CUST04998,19,Male,Maharashtra,BSNL,12,299,21,23.41,404,13,Prepaid,0,0,12,1,5,No,Yes
CUST04999,27,Female,Uttar Pradesh,Airtel,83,699,35,23.51,876,115,Postpaid,1,6,6,3,5,No,No
CUST05000,43,Female,Karnataka,BSNL,35,499,30,44.57,1177,24,Postpaid,3,24,6,2,3,No,Yes
CUST05001,38,Male,Tamil Nadu,Jio,5,149,28,35.71,750,70,Prepaid,1,9,5,1,4,No,No
CUST05002,55,Male,West Bengal,Jio,34,199,28,26.45,710,85,Prepaid,5,18,23,4,1,No,Yes
CUST05003,44,Female,Rajasthan,Airtel,11,399,60,35.35,942,12,Prepaid,0,0,3,0,5,No,No
CUST05004,34,Male,Maharashtra,Others,29,299,45,46.17,487,25,Prepaid,0,5,1,1,4,No,No
CUST05005,48,Female,Gujarat,Airtel,80,399,28,20.17,1118,51,Prepaid,1,11,0,2,5,No,No
CUST05006,49,Male,Gujarat,Jio,39,599,28,52.03,306,107,Prepaid,8,36,0,4,1,No,Yes
CUST05007,27,Female,Karnataka,Jio,33,699,28,37.01,663,42,Postpaid,3,9,12,3,3,No,No
CUST05008,47,Female,Rajasthan,Jio,4,699,28,23.99,557,53,Postpaid,0,2,0,0,4,No,No
CUST05009,32,Male,Tamil Nadu,Jio,28,299,28,26.95,420,121,Prepaid,1,13,2,2,4,No,No
CUST05010,34,Male,Gujarat,Jio,82,599,28,16.45,609,68,Prepaid,0,0,4,0,5,No,No
CUST05011,37,Male,Maharashtra,BSNL,83,399,60,35.25,362,20,Prepaid,1,10,0,2,3,No,Yes
CUST05012,30,Female,Gujarat,Airtel,38,299,28,36.32,246,58,Prepaid,0,3,1,0,5,No,No
CUST05013,30,Male,Punjab,Airtel,13,999,30,16.99,945,17,Postpaid,2,5,0,1,5,No,No
CUST05014,47,Female,Tamil Nadu,Jio,56,239,28,17.81,707,59,Prepaid,0,10,10,0,5,No,Yes
CUST05015,18,Male,Telangana,Jio,60,239,28,9.22,1346,53,Prepaid,0,2,0,0,5,No,No
CUST05016,22,Male,Madhya Pradesh,Airtel,117,499,45,27.14,714,71,Postpaid,1,7,3,1,4,No,No
CUST05017,43,Male,Tamil Nadu,BSNL,119,499,28,19.86,654,105,Prepaid,1,5,1,1,4,No,No
CUST05018,34,Male,Uttar Pradesh,Airtel,29,399,28,8.59,229,31,Prepaid,4,18,14,2,5,Yes,Yes
CUST05019,47,Male,Gujarat,Vi,36,399,60,25.97,1157,25,Prepaid,1,7,2,2,5,No,No
CUST05020,39,Female,Uttar Pradesh,Vi,14,299,21,14.41,418,117,Prepaid,2,10,0,1,4,No,No
CUST05021,19,Female,Karnataka,Jio,39,239,60,22.45,874,10,Prepaid,0,4,22,0,5,No,No
CUST05022,36,Male,Madhya Pradesh,Jio,71,239,45,13.01,296,18,Prepaid,0,3,13,0,5,No,No
CUST05023,41,Female,Maharashtra,Airtel,105,99,28,21.17,870,19,Prepaid,1,0,0,2,3,No,No
CUST05024,38,Female,West Bengal,Airtel,38,149,21,27.63,1638,61,Prepaid,5,18,6,3,2,No,Yes
CUST05025,29,Female,Maharashtra,Jio,10,239,28,31.23,298,9,Prepaid,1,2,4,1,4,No,No
CUST05026,32,Male,Telangana,Airtel,68,1199,35,49.57,271,108,Postpaid,9,27,12,6,1,No,Yes
CUST05027,28,Male,Karnataka,Airtel,45,239,28,28.66,396,55,Prepaid,4,23,9,2,3,No,No
CUST05028,19,Male,Uttar Pradesh,BSNL,43,199,28,27.41,900,35,Prepaid,1,10,2,3,4,No,Yes
CUST05029,18,Female,Tamil Nadu,Jio,74,999,30,20.56,1314,92,Postpaid,2,8,0,1,5,No,No
CUST05030,40,Male,Delhi,Jio,2,999,28,5.72,2161,172,Postpaid,2,11,1,4,4,No,Yes
CUST05031,25,Male,Uttar Pradesh,Airtel,2,499,30,20.67,1195,44,Postpaid,0,0,13,0,5,No,No
CUST05032,42,Male,Kerala,Vi,5,399,28,32.71,1064,67,Prepaid,0,4,9,0,5,No,No
CUST05033,28,Male,Maharashtra,Airtel,28,399,90,32.99,1024,71,Prepaid,0,0,16,1,4,No,Yes
CUST05034,19,Female,Telangana,BSNL,40,239,28,21.37,548,28,Prepaid,0,6,13,0,4,No,No
CUST05035,30,Male,Rajasthan,Vi,10,799,35,20.19,432,83,Postpaid,1,0,16,1,5,No,No
CUST05036,60,Male,Madhya Pradesh,Airtel,70,599,35,43.51,847,34,Prepaid,6,19,7,3,2,Yes,Yes
CUST05037,34,Female,Delhi,Jio,14,199,35,83.68,449,23,Prepaid,6,11,19,3,1,Yes,Yes
CUST05038,43,Female,Tamil Nadu,Airtel,22,399,28,48.94,769,28,Prepaid,1,9,11,2,3,No,No
CUST05039,37,Female,Telangana,Vi,4,99,21,19.55,348,8,Prepaid,0,5,4,0,5,No,No
CUST05040,18,Female,Delhi,Vi,8,299,28,40.94,165,21,Prepaid,4,14,19,2,3,No,No
CUST05041,52,Female,Rajasthan,BSNL,91,499,28,8.68,960,12,Postpaid,2,15,0,2,3,No,No
CUST05042,32,Female,Maharashtra,Airtel,15,499,28,25.34,153,28,Prepaid,2,14,0,3,3,No,Yes
CUST05043,19,Male,Gujarat,Airtel,16,239,21,20.71,1103,53,Prepaid,0,5,9,1,4,No,No
CUST05044,29,Female,Uttar Pradesh,Jio,2,699,30,7.79,633,89,Postpaid,0,0,0,1,5,No,No
CUST05045,33,Female,Uttar Pradesh,Jio,56,299,28,23.95,1072,17,Prepaid,0,8,1,1,5,No,No
CUST05046,44,Female,Rajasthan,Jio,110,149,45,23.85,1262,19,Prepaid,8,25,4,4,1,No,Yes
CUST05047,27,Male,Gujarat,Jio,41,149,28,63.86,300,18,Prepaid,0,7,1,1,5,No,No
CUST05048,66,Male,Tamil Nadu,Airtel,5,299,45,16.86,184,25,Prepaid,4,26,0,2,3,No,Yes
CUST05049,24,Male,Delhi,Jio,43,239,35,19.26,302,17,Prepaid,0,5,2,2,5,No,No
CUST05050,42,Male,Tamil Nadu,Airtel,30,149,28,30.24,439,65,Prepaid,2,6,1,2,4,No,No
CUST05051,18,Male,Telangana,Airtel,1,799,30,25.16,537,3,Postpaid,0,8,5,0,5,No,No
CUST05052,34,Female,West Bengal,Airtel,16,799,30,30.34,335,12,Postpaid,0,14,9,1,5,No,No
CUST05053,39,Male,Maharashtra,Airtel,38,99,35,60.15,701,201,Prepaid,4,27,3,3,2,No,No
CUST05054,22,Male,Telangana,Jio,109,239,28,77.27,368,26,Prepaid,0,9,7,0,4,No,No
CUST05055,53,Male,Tamil Nadu,BSNL,48,399,60,18.01,490,21,Prepaid,1,8,25,1,4,Yes,Yes
CUST05056,40,Female,West Bengal,Jio,58,149,14,13.48,372,39,Prepaid,1,12,0,1,5,No,No
CUST05057,31,Male,Gujarat,BSNL,1,299,45,19.02,492,79,Prepaid,0,4,2,0,4,No,No
CUST05058,40,Male,Uttar Pradesh,Jio,108,199,28,23.17,1015,49,Prepaid,3,22,2,2,3,No,No
CUST05059,28,Male,Gujarat,Airtel,2,149,28,35.49,637,11,Prepaid,7,24,0,4,2,Yes,Yes
CUST05060,50,Male,Delhi,Jio,106,149,45,15.23,461,8,Prepaid,1,7,0,2,4,No,Yes
CUST05061,47,Female,Maharashtra,Jio,27,199,28,24.3,375,16,Prepaid,4,19,2,3,1,Yes,Yes
CUST05062,39,Female,Gujarat,Airtel,30,699,30,13.25,1328,31,Postpaid,5,11,0,4,2,No,Yes
CUST05063,42,Male,Maharashtra,Vi,16,499,30,26.69,725,71,Postpaid,1,11,0,1,5,No,No
CUST05064,18,Male,Gujarat,Jio,34,239,35,15.74,922,38,Prepaid,1,11,6,2,4,No,No
CUST05065,53,Female,Maharashtra,Airtel,2,239,21,10.68,550,11,Prepaid,1,2,6,1,5,No,No
CUST05066,34,Male,Uttar Pradesh,Jio,42,1499,28,13.25,753,32,Postpaid,1,4,2,2,5,No,No
CUST05067,47,Male,Maharashtra,Airtel,88,499,35,40.49,405,45,Prepaid,0,0,4,1,4,No,No
CUST05068,44,Male,Uttar Pradesh,BSNL,46,299,21,44.86,481,55,Prepaid,3,16,21,3,2,Yes,Yes
CUST05069,47,Female,Gujarat,Vi,6,239,28,18.73,401,57,Prepaid,0,0,0,0,5,No,No
CUST05070,22,Male,Kerala,Airtel,51,199,35,27.91,333,16,Prepaid,0,0,1,1,5,No,No
CUST05071,24,Male,Kerala,Jio,27,399,21,57.91,87,7,Prepaid,3,6,2,2,3,No,No
CUST05072,62,Female,Gujarat,Jio,14,799,35,28.6,1161,97,Prepaid,2,11,0,2,4,No,No
CUST05073,18,Male,Uttar Pradesh,BSNL,28,399,28,8.33,733,91,Prepaid,1,0,7,1,5,No,No
CUST05074,22,Male,Maharashtra,Jio,45,239,28,40.33,1241,99,Prepaid,4,29,0,4,2,Yes,No
CUST05075,36,Other,Kerala,Vi,28,199,21,22.0,886,209,Prepaid,1,4,22,2,3,No,Yes
CUST05076,36,Male,Tamil Nadu,Jio,9,399,21,42.3,121,41,Prepaid,2,8,0,1,4,No,No
CUST05077,29,Female,Maharashtra,Others,25,239,28,36.48,976,20,Prepaid,1,15,0,4,3,No,Yes
CUST05078,42,Male,Karnataka,Jio,9,299,35,22.14,608,38,Prepaid,1,8,3,2,5,No,No
CUST05079,46,Male,Maharashtra,Jio,14,99,45,13.59,498,72,Prepaid,2,13,2,2,3,No,Yes
CUST05080,35,Male,Delhi,Airtel,1,399,28,34.64,534,18,Prepaid,3,15,0,3,4,No,No
CUST05081,32,Male,Uttar Pradesh,Others,3,199,28,15.52,1218,90,Prepaid,1,13,2,1,4,No,Yes
CUST05082,35,Male,Tamil Nadu,Others,23,399,28,32.56,539,23,Prepaid,6,18,0,4,2,Yes,Yes
CUST05083,29,Female,Delhi,Vi,68,399,35,27.38,704,30,Prepaid,2,8,9,2,4,No,No
CUST05084,18,Male,Maharashtra,Vi,96,699,35,24.53,891,19,Postpaid,0,6,4,0,5,No,No
CUST05085,39,Male,Gujarat,Airtel,22,299,60,28.75,68,21,Prepaid,0,6,9,0,5,No,No
CUST05086,44,Male,Maharashtra,Vi,12,299,28,24.19,1987,112,Prepaid,5,15,3,3,3,No,No
CUST05087,33,Female,Madhya Pradesh,Vi,15,999,30,11.85,753,83,Postpaid,0,4,6,2,4,No,No
CUST05088,18,Male,Maharashtra,Airtel,32,149,60,30.85,540,37,Prepaid,4,27,0,2,3,No,Yes
CUST05089,28,Male,Rajasthan,Airtel,10,999,28,28.89,531,14,Postpaid,7,28,4,7,1,Yes,Yes
CUST05090,46,Male,Karnataka,Airtel,30,399,21,27.74,395,25,Prepaid,1,7,11,1,4,No,Yes
CUST05091,18,Male,Gujarat,Airtel,40,299,28,33.79,1596,23,Prepaid,0,5,0,0,5,No,No
CUST05092,43,Male,Uttar Pradesh,BSNL,14,199,28,13.76,1533,51,Prepaid,1,8,1,1,4,No,No
CUST05093,30,Female,Tamil Nadu,Jio,42,239,14,22.78,1187,68,Prepaid,4,16,5,2,2,No,No
CUST05094,35,Male,Delhi,Jio,61,199,28,26.77,775,13,Prepaid,4,7,2,4,3,No,No
CUST05095,27,Male,Rajasthan,Airtel,73,399,28,18.19,890,19,Prepaid,1,0,1,2,5,No,Yes
CUST05096,21,Male,Tamil Nadu,Jio,15,1499,28,32.32,847,187,Postpaid,4,17,13,2,2,No,No
CUST05097,52,Female,Karnataka,Airtel,37,99,28,20.69,67,12,Prepaid,4,18,27,2,3,No,Yes
CUST05098,45,Male,Rajasthan,BSNL,9,299,45,14.22,381,79,Prepaid,0,5,2,4,5,No,No
CUST05099,43,Male,Uttar Pradesh,Airtel,43,239,28,11.09,1369,55,Prepaid,3,12,7,2,3,No,No
CUST05100,46,Male,Maharashtra,Vi,45,199,35,35.36,2216,17,Prepaid,3,10,1,4,4,No,No
CUST05101,41,Male,Tamil Nadu,Jio,3,2499,28,14.61,1648,34,Postpaid,0,3,25,0,3,No,Yes
CUST05102,46,Male,Maharashtra,BSNL,12,599,45,39.97,505,37,Prepaid,0,4,9,0,4,No,No
CUST05103,27,Male,Gujarat,Airtel,114,199,28,6.53,438,46,Prepaid,0,10,3,1,4,No,No
CUST05104,52,Male,Rajasthan,Jio,77,299,45,32.4,435,37,Prepaid,0,3,6,1,5,No,No
CUST05105,50,Male,Telangana,Airtel,32,1499,30,19.89,924,56,Postpaid,0,5,16,0,5,No,No
CUST05106,40,Male,Telangana,BSNL,38,299,14,18.74,1117,52,Prepaid,3,8,6,2,4,No,No
CUST05107,32,Male,Maharashtra,Jio,106,399,30,25.77,234,33,Postpaid,2,14,1,1,4,No,No
CUST05108,20,Male,Delhi,Airtel,5,299,45,32.69,1224,34,Prepaid,1,10,1,1,4,No,No
CUST05109,38,Female,Rajasthan,BSNL,105,1999,28,4.35,662,111,Postpaid,2,22,0,1,4,No,No
CUST05110,55,Female,Gujarat,Jio,43,599,21,46.07,397,36,Prepaid,0,7,3,0,5,No,No
CUST05111,21,Other,West Bengal,Airtel,16,399,28,3.6,305,107,Prepaid,5,24,11,3,3,Yes,Yes
CUST05112,47,Female,West Bengal,Airtel,84,239,90,6.85,864,68,Prepaid,0,10,1,1,4,No,No
CUST05113,29,Female,Telangana,Jio,9,399,60,27.41,144,53,Prepaid,8,25,7,5,1,No,Yes
CUST05114,30,Female,Maharashtra,Airtel,1,499,28,27.7,431,26,Prepaid,8,29,2,4,1,No,Yes
CUST05115,21,Male,Gujarat,Jio,46,299,28,28.38,971,180,Prepaid,0,10,2,0,4,No,No
CUST05116,26,Female,Madhya Pradesh,Vi,86,149,28,14.03,411,34,Prepaid,1,6,0,2,4,No,No
CUST05117,43,Male,Uttar Pradesh,Jio,13,299,28,19.77,474,18,Prepaid,0,7,4,1,3,No,No
CUST05118,44,Male,Telangana,Jio,2,299,28,19.32,30,42,Prepaid,2,10,2,1,4,No,No
CUST05119,38,Female,Maharashtra,Airtel,45,149,21,17.63,784,45,Prepaid,0,13,3,1,4,Yes,No
CUST05120,29,Male,Rajasthan,Jio,34,199,28,10.89,964,40,Prepaid,0,3,1,0,5,No,No
CUST05121,22,Male,Rajasthan,Jio,22,399,35,27.52,514,55,Prepaid,4,16,0,2,2,No,Yes
CUST05122,36,Female,Maharashtra,Vi,6,799,35,30.61,1014,15,Prepaid,3,9,2,2,4,No,No
CUST05123,31,Male,Tamil Nadu,BSNL,26,199,60,34.4,619,24,Prepaid,1,4,1,1,3,No,No
CUST05124,38,Male,Rajasthan,Vi,65,299,14,12.15,81,139,Prepaid,7,24,1,4,1,No,Yes
CUST05125,31,Female,Gujarat,Airtel,4,239,21,34.0,506,40,Prepaid,1,7,5,2,4,No,Yes
CUST05126,31,Female,Karnataka,BSNL,27,799,28,14.1,1055,24,Postpaid,1,1,2,3,3,No,No
CUST05127,37,Male,Uttar Pradesh,BSNL,8,499,28,21.39,628,2,Prepaid,1,14,4,1,4,No,No
CUST05128,39,Male,Tamil Nadu,Airtel,28,599,28,9.12,665,47,Prepaid,0,12,5,0,5,No,No
CUST05129,50,Male,Madhya Pradesh,Jio,94,199,35,10.58,657,32,Prepaid,1,2,8,1,5,No,No
CUST05130,31,Female,Karnataka,Jio,40,399,14,24.38,553,89,Prepaid,1,1,3,2,4,No,No
CUST05131,42,Male,Karnataka,Airtel,44,499,28,12.43,667,54,Postpaid,3,13,4,3,3,No,No
CUST05132,57,Male,Punjab,BSNL,17,799,28,12.68,839,152,Postpaid,0,0,3,1,5,No,No
CUST05133,42,Male,Telangana,Airtel,6,149,28,55.86,498,64,Prepaid,1,13,3,3,3,No,No
CUST05134,49,Male,Maharashtra,Airtel,56,499,45,32.19,331,82,Postpaid,2,15,1,1,4,No,Yes
CUST05135,28,Female,West Bengal,Jio,84,199,21,5.07,677,28,Prepaid,1,10,17,1,5,No,No
CUST05136,26,Male,Maharashtra,Jio,40,499,28,42.54,493,85,Prepaid,2,7,0,1,3,No,No
CUST05137,33,Female,Maharashtra,Airtel,1,499,35,17.09,790,32,Postpaid,0,0,12,0,5,Yes,Yes
CUST05138,34,Male,Karnataka,BSNL,38,399,35,40.15,326,43,Prepaid,4,11,5,4,2,No,No
CUST05139,48,Female,Karnataka,Jio,69,199,45,27.9,415,29,Prepaid,0,4,4,1,4,No,No
CUST05140,26,Female,Madhya Pradesh,Vi,37,399,28,27.58,236,81,Prepaid,3,16,2,2,3,No,No
CUST05141,34,Male,Uttar Pradesh,Jio,2,199,28,11.55,929,97,Prepaid,0,4,16,4,4,No,No
CUST05142,48,Male,Punjab,Airtel,88,399,30,57.31,371,77,Postpaid,0,4,0,1,5,No,No
CUST05143,38,Female,Uttar Pradesh,Airtel,9,399,45,18.72,75,34,Prepaid,1,14,8,3,3,No,Yes
CUST05144,35,Female,Delhi,Vi,47,299,35,32.87,454,71,Prepaid,1,7,1,1,5,No,No
CUST05145,38,Male,Uttar Pradesh,Jio,9,239,28,14.36,363,18,Prepaid,2,19,8,2,3,No,No
CUST05146,21,Female,Punjab,Jio,7,399,28,25.53,567,77,Prepaid,0,6,5,0,5,Yes,Yes
CUST05147,21,Female,Uttar Pradesh,Jio,3,799,60,15.2,942,58,Postpaid,4,26,0,2,2,No,Yes
CUST05148,18,Female,West Bengal,BSNL,11,299,28,28.22,1112,12,Prepaid,2,8,3,3,3,No,No
CUST05149,37,Female,Kerala,Jio,4,199,35,24.04,427,98,Prepaid,1,10,4,1,4,No,No
CUST05150,46,Male,Maharashtra,Jio,56,299,45,44.28,506,52,Prepaid,0,2,1,0,5,No,No
CUST05151,44,Male,Uttar Pradesh,Airtel,25,299,45,14.75,1400,20,Prepaid,0,3,4,0,5,No,Yes
CUST05152,49,Male,Madhya Pradesh,Airtel,111,499,30,20.91,310,77,Postpaid,2,11,1,2,4,No,Yes
CUST05153,52,Female,Kerala,Vi,29,399,28,9.76,385,61,Prepaid,2,11,9,2,4,No,Yes
CUST05154,37,Female,Gujarat,BSNL,49,799,28,24.45,276,5,Prepaid,0,5,1,0,4,No,No
CUST05155,34,Female,Tamil Nadu,Airtel,13,149,28,19.69,276,38,Prepaid,5,20,0,3,2,No,No
CUST05156,53,Male,Uttar Pradesh,BSNL,103,699,45,31.85,594,254,Postpaid,5,27,6,3,2,Yes,Yes
CUST05157,27,Male,Gujarat,Vi,37,399,21,24.98,785,56,Prepaid,1,12,5,3,4,Yes,No
CUST05158,21,Female,Rajasthan,Jio,5,299,28,19.21,467,64,Prepaid,6,18,21,4,1,Yes,Yes
CUST05159,31,Male,Karnataka,BSNL,85,399,28,18.21,398,35,Prepaid,0,4,18,1,5,No,No
CUST05160,30,Male,Karnataka,Airtel,85,239,35,10.75,736,82,Prepaid,0,6,1,0,5,No,No
CUST05161,36,Female,Tamil Nadu,Airtel,4,999,30,6.47,858,144,Postpaid,5,20,2,3,2,No,No
CUST05162,25,Male,Tamil Nadu,Vi,108,239,28,14.37,1200,115,Prepaid,3,9,6,2,3,No,Yes
CUST05163,39,Male,Tamil Nadu,Airtel,52,999,35,20.34,765,68,Postpaid,0,0,1,0,5,Yes,No
CUST05164,28,Male,Tamil Nadu,Jio,91,239,28,39.37,292,222,Prepaid,4,16,0,2,2,No,Yes
CUST05165,50,Male,Karnataka,Vi,2,199,21,9.26,36,10,Prepaid,9,21,16,6,1,No,Yes
CUST05166,21,Other,Gujarat,Vi,19,399,28,32.16,945,49,Postpaid,2,15,9,2,4,No,No
CUST05167,33,Male,Maharashtra,Vi,26,499,35,19.45,237,23,Prepaid,7,26,9,4,1,Yes,No
CUST05168,31,Male,Gujarat,Jio,10,599,28,26.49,321,24,Prepaid,0,5,3,0,5,No,No
CUST05169,38,Male,Rajasthan,BSNL,113,499,28,31.82,533,15,Prepaid,1,13,0,2,4,No,No
CUST05170,46,Female,West Bengal,Jio,9,1999,30,23.76,1254,7,Postpaid,0,13,6,0,5,No,No
CUST05171,38,Male,Gujarat,Jio,101,239,28,7.0,783,74,Prepaid,0,1,4,0,5,No,No
CUST05172,33,Male,Maharashtra,Jio,11,239,28,13.31,742,76,Prepaid,1,1,8,2,4,No,No
CUST05173,43,Male,West Bengal,Jio,54,199,28,9.82,442,28,Prepaid,1,2,0,2,5,No,No
CUST05174,45,Male,Karnataka,Airtel,101,399,45,72.32,135,42,Prepaid,0,0,0,2,5,No,No
CUST05175,38,Male,Kerala,Airtel,57,239,28,38.91,1079,93,Prepaid,0,4,0,1,5,No,No
CUST05176,40,Female,Uttar Pradesh,BSNL,20,399,28,5.96,276,41,Prepaid,4,23,5,2,2,No,Yes
CUST05177,43,Female,Karnataka,Others,44,1199,30,36.17,798,70,Postpaid,0,13,8,0,4,No,No
CUST05178,18,Male,Karnataka,Vi,120,199,35,19.53,264,25,Prepaid,0,16,5,0,4,No,No
CUST05179,31,Male,Tamil Nadu,Airtel,6,149,45,29.99,708,3,Prepaid,0,1,19,1,4,No,No
CUST05180,40,Female,Maharashtra,Vi,15,499,45,6.98,539,40,Postpaid,1,14,1,2,4,No,No
CUST05181,32,Male,Maharashtra,Vi,120,99,28,6.07,820,36,Prepaid,1,5,11,1,5,No,No
CUST05182,32,Female,Gujarat,Airtel,27,399,28,38.75,834,17,Prepaid,0,5,15,0,5,No,No
CUST05183,39,Male,West Bengal,Vi,55,299,28,32.64,145,48,Prepaid,0,4,0,0,5,No,No
CUST05184,40,Female,Tamil Nadu,Airtel,15,1199,28,23.46,407,44,Postpaid,5,15,5,3,2,Yes,Yes
CUST05185,41,Female,Maharashtra,Airtel,6,299,28,27.36,933,21,Prepaid,0,11,19,0,5,No,No
CUST05186,25,Female,Uttar Pradesh,Airtel,45,149,90,11.41,955,25,Prepaid,3,5,13,3,4,No,No
CUST05187,18,Female,Delhi,Airtel,41,199,60,13.88,2448,61,Prepaid,3,18,2,4,2,No,No
CUST05188,45,Male,Tamil Nadu,Vi,10,799,28,15.79,224,23,Postpaid,1,9,17,1,5,No,Yes
CUST05189,26,Female,Gujarat,Jio,36,239,28,3.79,473,18,Prepaid,3,12,2,2,3,No,No
CUST05190,25,Male,Rajasthan,Airtel,36,999,60,13.29,595,40,Postpaid,0,0,5,1,4,No,No
CUST05191,24,Male,Punjab,BSNL,38,799,28,27.38,236,53,Prepaid,1,3,0,1,5,No,No
CUST05192,49,Female,Maharashtra,Others,55,299,28,16.85,276,20,Prepaid,0,6,6,1,4,No,No
CUST05193,38,Female,Karnataka,Jio,29,199,21,8.49,423,14,Prepaid,0,7,1,1,5,No,No
CUST05194,39,Female,Gujarat,Jio,1,239,45,16.62,921,160,Prepaid,0,0,4,1,4,No,No
CUST05195,43,Male,Gujarat,Airtel,6,239,35,5.03,527,98,Prepaid,0,6,7,0,5,No,No
